4.56203, -1.20999, 0.05492, 4.62760, -1.18872, 0.02420, 4.40613, -1.04623, 0.02576, 4.67777, -0.96006, 0.03839, 4.30592, -1.17917, 0.47297, 4.78731, -1.13963, 0.53453, 4.27260, -0.97313, 0.42573, 4.82200, -0.94433, 0.52068, 4.70275, -1.02246, 0.54755, 4.39952, -1.05282, 0.48672
4.41506, -1.21324, 0.04046, 4.54018, -1.17826, 0.00277, 4.40191, -1.04649, 0.02510, 4.50298, -0.96523, 0.02967, 4.24006, -1.16936, 0.48288, 4.72580, -1.14286, 0.52704, 4.21379, -0.96607, 0.42625, 4.76572, -0.94908, 0.50711, 4.64623, -1.02271, 0.54386, 4.34209, -1.04674, 0.48732
4.25459, -1.21366, 0.03233, 4.51189, -1.17319, -0.02007, 4.39479, -1.04459, 0.02776, 4.38165, -0.97860, 0.01334, 4.17066, -1.15977, 0.49145, 4.66460, -1.14308, 0.51955, 4.15002, -0.95807, 0.43111, 4.70398, -0.95020, 0.49147, 4.58580, -1.02224, 0.53499, 4.27960, -1.04146, 0.48898
4.09238, -1.20741, 0.04275, 4.50766, -1.16866, -0.03429, 4.36621, -1.04286, 0.04013, 4.32520, -0.99434, -0.00655, 4.10092, -1.15269, 0.50065, 4.60167, -1.14174, 0.51054, 4.08129, -0.95075, 0.44375, 4.63889, -0.94926, 0.47730, 4.52156, -1.02141, 0.52287, 4.21296, -1.03806, 0.49125
3.93657, -1.19583, 0.06176, 4.50752, -1.16888, -0.03437, 4.27617, -1.03939, 0.07665, 4.31640, -1.00041, -0.02046, 4.02754, -1.14829, 0.51023, 4.53490, -1.14172, 0.49816, 4.01356, -0.94394, 0.45485, 4.57056, -0.94794, 0.47138, 4.45224, -1.02298, 0.50902, 4.14154, -1.03687, 0.49393
3.79478, -1.17994, 0.08826, 4.51449, -1.17206, -0.03229, 4.13529, -1.03465, 0.09322, 4.32793, -1.00109, -0.02265, 3.95036, -1.14316, 0.52180, 4.46593, -1.14265, 0.48589, 3.94085, -0.93779, 0.47388, 4.49711, -0.94707, 0.46803, 4.37862, -1.02700, 0.49301, 4.06700, -1.03667, 0.49643
3.66163, -1.16014, 0.11230, 4.52756, -1.17209, -0.03169, 3.97490, -1.02753, 0.11309, 4.33608, -1.00121, -0.02359, 3.87484, -1.13646, 0.53480, 4.39304, -1.14294, 0.47692, 3.86620, -0.93259, 0.49667, 4.41876, -0.94614, 0.46477, 4.30144, -1.03044, 0.47814, 3.99075, -1.03587, 0.49957
3.54788, -1.13999, 0.13371, 4.55030, -1.17292, -0.02366, 3.81866, -1.01378, 0.13680, 4.33949, -0.99953, -0.02633, 3.79871, -1.13206, 0.54169, 4.31623, -1.14134, 0.47308, 3.78845, -0.93074, 0.52122, 4.33797, -0.94396, 0.46269, 4.22210, -1.03100, 0.46946, 3.91328, -1.03315, 0.50529
3.44515, -1.11936, 0.13341, 4.56707, -1.17233, 0.00331, 3.68038, -0.99677, 0.16070, 4.34934, -0.99951, -0.03103, 3.72021, -1.12962, 0.54202, 4.23598, -1.13761, 0.47439, 3.70989, -0.92931, 0.54083, 4.25610, -0.94009, 0.46349, 4.14092, -1.02822, 0.46760, 3.83376, -1.02826, 0.51266
3.36080, -1.09630, 0.11402, 4.54657, -1.17145, 0.04405, 3.55176, -0.98159, 0.17726, 4.37197, -1.00395, -0.02804, 3.63494, -1.12725, 0.53728, 4.15427, -1.13225, 0.48005, 3.62955, -0.92617, 0.55315, 4.17315, -0.93469, 0.46782, 4.05854, -1.02357, 0.47157, 3.75210, -1.02284, 0.52098
3.31111, -1.07549, 0.08264, 4.48374, -1.17427, 0.08093, 3.41437, -0.97105, 0.18046, 4.38110, -1.00578, -0.00937, 3.54499, -1.12245, 0.53319, 4.07195, -1.12462, 0.49148, 3.54765, -0.91919, 0.55613, 4.08903, -0.92714, 0.47562, 3.97524, -1.01699, 0.48085, 3.66839, -1.01798, 0.52910
3.30063, -1.05715, 0.04901, 4.38999, -1.17641, 0.10758, 3.27110, -0.96797, 0.17216, 4.36179, -1.00657, 0.02621, 3.45544, -1.11670, 0.52874, 3.99012, -1.11505, 0.50690, 3.46426, -0.91053, 0.55068, 4.00422, -0.91771, 0.48695, 3.89179, -1.00909, 0.49459, 3.58358, -1.01387, 0.53551
3.31347, -1.04189, 0.02978, 4.27550, -1.18006, 0.11090, 3.12667, -0.96588, 0.16139, 4.29113, -0.99922, 0.04941, 3.36707, -1.11114, 0.52083, 3.90900, -1.10580, 0.52176, 3.37787, -0.90366, 0.53881, 3.91926, -0.90820, 0.50215, 3.80861, -1.00156, 0.51162, 3.49857, -1.00858, 0.53864
3.33013, -1.03212, 0.02473, 4.13132, -1.18365, 0.08837, 3.01699, -0.96426, 0.14210, 4.18589, -0.99202, 0.06159, 3.28699, -1.10886, 0.50792, 3.82744, -1.09994, 0.53413, 3.28849, -0.90039, 0.52138, 3.83524, -0.90170, 0.52070, 3.72579, -0.99651, 0.52984, 3.41442, -1.00228, 0.53764
3.33305, -1.03106, 0.02591, 3.96188, -1.18521, 0.06840, 2.93549, -0.96130, 0.11195, 4.04566, -0.98247, 0.06643, 3.21821, -1.10630, 0.49653, 3.74341, -1.10052, 0.54303, 3.20044, -0.89780, 0.50153, 3.75483, -0.90200, 0.54174, 3.64375, -0.99517, 0.54728, 3.33227, -0.99425, 0.53591
3.32849, -1.03536, 0.03060, 3.78685, -1.18316, 0.06184, 2.90383, -0.95921, 0.07078, 3.87972, -0.96209, 0.06294, 3.15030, -1.10055, 0.48973, 3.65673, -1.10602, 0.54931, 3.11631, -0.89498, 0.48635, 3.67687, -0.90844, 0.55900, 3.56193, -0.99692, 0.56186, 3.25158, -0.98605, 0.53383
