0.14513, 0.36461, 0.10571, -0.08881, 0.22323, 0.02830, 0.67823, 0.20804, 0.08096, -0.44614, -0.04687, 0.04706, 0.35922, 0.33920, 0.49931, -0.11872, 0.10784, 0.51900, 0.45715, 0.16361, 0.45699, -0.05277, -0.07723, 0.48832, 0.01328, 0.05163, 0.49740, 0.29367, 0.18694, 0.49322
0.23578, 0.39463, 0.10384, 0.02201, 0.23285, 0.00262, 0.68381, 0.18478, 0.05394, -0.39623, -0.03024, 0.06608, 0.43024, 0.33638, 0.49683, -0.06526, 0.12392, 0.53041, 0.51368, 0.16053, 0.45725, -0.00738, -0.06398, 0.50064, 0.06416, 0.06197, 0.50888, 0.34973, 0.18550, 0.49545
0.33585, 0.41950, 0.11157, 0.10439, 0.23289, -0.01365, 0.67937, 0.16642, 0.02905, -0.31352, -0.00927, 0.07477, 0.49192, 0.33320, 0.49416, -0.01099, 0.13935, 0.53961, 0.56959, 0.16037, 0.44858, 0.03893, -0.05093, 0.51056, 0.11568, 0.07196, 0.51810, 0.40515, 0.18483, 0.49524
0.45863, 0.42202, 0.12668, 0.15715, 0.22813, -0.00977, 0.68999, 0.16989, 0.02518, -0.18594, 0.01860, 0.06631, 0.55042, 0.32813, 0.49675, 0.04386, 0.15479, 0.54593, 0.61991, 0.15730, 0.43234, 0.08432, -0.03754, 0.51574, 0.16703, 0.08137, 0.52386, 0.45950, 0.18423, 0.49207
0.58603, 0.41111, 0.14638, 0.15920, 0.23727, -0.01953, 0.68855, 0.16810, 0.01859, -0.03947, 0.04819, 0.05961, 0.60391, 0.32362, 0.49693, 0.09793, 0.16975, 0.54831, 0.66461, 0.14769, 0.42369, 0.12782, -0.02425, 0.51653, 0.21698, 0.08978, 0.52636, 0.51214, 0.18294, 0.48905
0.69610, 0.39779, 0.16034, 0.14687, 0.23604, -0.02155, 0.68964, 0.16488, 0.01882, 0.12206, 0.07878, 0.05678, 0.65001, 0.32133, 0.49476, 0.15062, 0.18403, 0.54548, 0.71171, 0.14264, 0.41857, 0.16922, -0.01161, 0.51517, 0.26500, 0.09674, 0.52687, 0.56263, 0.18098, 0.48755
0.76756, 0.38213, 0.12989, 0.13783, 0.24379, -0.02052, 0.68898, 0.16327, 0.02062, 0.28442, 0.10376, 0.05956, 0.69197, 0.32062, 0.48996, 0.20143, 0.19681, 0.53799, 0.75571, 0.13689, 0.41474, 0.20952, -0.00011, 0.51154, 0.31104, 0.10247, 0.52636, 0.61086, 0.17891, 0.48876
0.85612, 0.36685, 0.11084, 0.14651, 0.24450, -0.00140, 0.68884, 0.16226, 0.02481, 0.43693, 0.11308, 0.06507, 0.73096, 0.32139, 0.47896, 0.24995, 0.20700, 0.52757, 0.79596, 0.12808, 0.41786, 0.25020, 0.00960, 0.50370, 0.35540, 0.10742, 0.52400, 0.65668, 0.17845, 0.49149
0.92902, 0.34657, 0.08194, 0.20015, 0.26628, 0.03740, 0.69015, 0.16155, 0.03394, 0.57036, 0.11209, 0.06125, 0.77623, 0.32319, 0.47085, 0.29481, 0.21380, 0.51678, 0.82955, 0.11937, 0.42895, 0.29245, 0.01613, 0.49530, 0.39791, 0.11190, 0.52281, 0.69935, 0.18185, 0.49599
0.93994, 0.32415, 0.05330, 0.31166, 0.30540, 0.06797, 0.69712, 0.15667, 0.04965, 0.68072, 0.11863, 0.03812, 0.82568, 0.32383, 0.47613, 0.33487, 0.21656, 0.51138, 0.86230, 0.11380, 0.44648, 0.33795, 0.01954, 0.48467, 0.43855, 0.11599, 0.52501, 0.74017, 0.18581, 0.50423
