1.54180, 0.26364, 0.04038, 0.92006, 0.47493, 0.00265, 1.50698, 0.07044, 0.03473, 0.97615, 0.21468, -0.01618, 1.56422, 0.27828, 0.55083, 1.06896, 0.39612, 0.57510, 1.51716, 0.06831, 0.52910, 1.00880, 0.20659, 0.57604, 1.13938, 0.26943, 0.56889, 1.44017, 0.19254, 0.55898
1.54262, 0.26477, 0.04054, 0.91800, 0.47576, 0.00318, 1.50939, 0.06986, 0.03589, 0.97503, 0.21481, -0.01609, 1.56485, 0.27772, 0.55102, 1.06972, 0.39604, 0.57438, 1.51816, 0.06732, 0.52980, 1.00918, 0.20664, 0.57512, 1.13987, 0.26921, 0.56787, 1.44064, 0.19205, 0.55811
1.54355, 0.26622, 0.04062, 0.91428, 0.47714, 0.00402, 1.51206, 0.06931, 0.03737, 0.97291, 0.21444, -0.01635, 1.56663, 0.27683, 0.55104, 1.07128, 0.39612, 0.57278, 1.52069, 0.06579, 0.53081, 1.00972, 0.20705, 0.57340, 1.14075, 0.26891, 0.56625, 1.44152, 0.19141, 0.55683
1.54457, 0.26782, 0.04044, 0.90714, 0.47857, 0.00567, 1.51610, 0.06869, 0.03943, 0.97095, 0.21394, -0.01680, 1.56910, 0.27583, 0.55063, 1.07359, 0.39620, 0.56999, 1.52515, 0.06393, 0.53232, 1.01035, 0.20768, 0.57072, 1.14195, 0.26838, 0.56395, 1.44276, 0.19055, 0.55511
1.54563, 0.26945, 0.04001, 0.89745, 0.48096, 0.00781, 1.52268, 0.06791, 0.04273, 0.96929, 0.21399, -0.01754, 1.57224, 0.27456, 0.54974, 1.07654, 0.39603, 0.56599, 1.53086, 0.06207, 0.53366, 1.01122, 0.20823, 0.56710, 1.14353, 0.26744, 0.56093, 1.44443, 0.18940, 0.55302
1.54649, 0.27062, 0.03936, 0.88778, 0.48840, 0.01005, 1.53256, 0.06625, 0.04938, 0.96815, 0.21396, -0.01856, 1.57616, 0.27293, 0.54833, 1.08021, 0.39558, 0.56038, 1.53715, 0.06034, 0.53331, 1.01277, 0.20853, 0.56237, 1.14579, 0.26620, 0.55705, 1.44681, 0.18791, 0.55062
1.54648, 0.27098, 0.03868, 0.88242, 0.49229, 0.00933, 1.54705, 0.06233, 0.05877, 0.96766, 0.21358, -0.01971, 1.58081, 0.27093, 0.54674, 1.08505, 0.39471, 0.55373, 1.54318, 0.05856, 0.53110, 1.01549, 0.20846, 0.55693, 1.14917, 0.26459, 0.55166, 1.45031, 0.18607, 0.54766
1.54615, 0.27078, 0.03806, 0.88019, 0.49323, 0.00648, 1.56640, 0.05729, 0.06792, 0.96745, 0.21294, -0.02091, 1.58602, 0.26864, 0.54491, 1.09082, 0.39320, 0.54732, 1.54925, 0.05653, 0.52818, 1.01922, 0.20773, 0.55094, 1.15351, 0.26238, 0.54557, 1.45473, 0.18381, 0.54423
1.54555, 0.27052, 0.03754, 0.87947, 0.49411, 0.00420, 1.59052, 0.05227, 0.07580, 0.96711, 0.21229, -0.02185, 1.59214, 0.26609, 0.54282, 1.09743, 0.39050, 0.54413, 1.55583, 0.05423, 0.52477, 1.02437, 0.20557, 0.54542, 1.15910, 0.25921, 0.54098, 1.46043, 0.18109, 0.54070
1.54478, 0.27026, 0.03708, 0.87668, 0.49621, 0.00616, 1.61757, 0.04638, 0.08143, 0.96634, 0.21168, -0.02259, 1.59958, 0.26321, 0.54057, 1.10496, 0.38655, 0.54328, 1.56331, 0.05154, 0.52123, 1.03110, 0.20195, 0.54067, 1.16608, 0.25508, 0.53798, 1.46765, 0.17791, 0.53731
1.54396, 0.26991, 0.03673, 0.86811, 0.49531, 0.01440, 1.64869, 0.03936, 0.08410, 0.96478, 0.21123, -0.02313, 1.60832, 0.25983, 0.53827, 1.11375, 0.38145, 0.54367, 1.57142, 0.04838, 0.51745, 1.03903, 0.19729, 0.53734, 1.17427, 0.24980, 0.53630, 1.47618, 0.17409, 0.53415
1.54329, 0.26937, 0.03664, 0.86298, 0.49629, 0.02791, 1.68211, 0.03105, 0.08260, 0.96184, 0.21104, -0.02311, 1.61779, 0.25609, 0.53610, 1.12444, 0.37549, 0.54420, 1.58059, 0.04469, 0.51332, 1.04794, 0.19217, 0.53525, 1.18369, 0.24336, 0.53518, 1.48600, 0.16946, 0.53147
1.54309, 0.26875, 0.03688, 0.87255, 0.49615, 0.04061, 1.71559, 0.02037, 0.07713, 0.95751, 0.21087, -0.02246, 1.62790, 0.25223, 0.53416, 1.13687, 0.36936, 0.54384, 1.59138, 0.04071, 0.50846, 1.05811, 0.18707, 0.53360, 1.19448, 0.23657, 0.53397, 1.49720, 0.16441, 0.52927
1.54351, 0.26808, 0.03743, 0.89930, 0.48861, 0.04743, 1.74780, 0.00993, 0.07023, 0.95157, 0.21092, -0.02110, 1.63915, 0.24816, 0.53242, 1.15043, 0.36370, 0.54164, 1.60336, 0.03667, 0.50245, 1.06999, 0.18211, 0.53208, 1.20682, 0.23034, 0.53251, 1.50985, 0.15925, 0.52754
1.54440, 0.26744, 0.03817, 0.94995, 0.47712, 0.04502, 1.77814, 0.00206, 0.06204, 0.94294, 0.21231, -0.01897, 1.65145, 0.24381, 0.53082, 1.16440, 0.35872, 0.53741, 1.61640, 0.03276, 0.49537, 1.08326, 0.17730, 0.53090, 1.22028, 0.22499, 0.53091, 1.52347, 0.15400, 0.52650
1.54506, 0.26668, 0.03925, 1.03041, 0.45202, 0.03644, 1.80306, -0.00467, 0.05154, 0.93112, 0.21583, -0.01550, 1.66506, 0.23907, 0.52934, 1.17871, 0.35429, 0.53212, 1.63093, 0.02869, 0.48940, 1.09803, 0.17256, 0.53037, 1.23493, 0.22057, 0.52935, 1.53799, 0.14846, 0.52602
1.54547, 0.26600, 0.04098, 1.12375, 0.42131, 0.03561, 1.81781, -0.00823, 0.04283, 0.91531, 0.21951, -0.00963, 1.68086, 0.23383, 0.52787, 1.19326, 0.34979, 0.52716, 1.64713, 0.02413, 0.48535, 1.11452, 0.16722, 0.53007, 1.25090, 0.21665, 0.52769, 1.55367, 0.14292, 0.52594
1.54712, 0.26547, 0.04343, 1.21071, 0.38660, 0.03376, 1.82330, -0.01000, 0.03594, 0.89699, 0.22565, -0.00098, 1.69956, 0.22746, 0.52625, 1.20808, 0.34402, 0.52369, 1.66489, 0.01835, 0.48365, 1.13246, 0.16021, 0.52970, 1.26797, 0.21189, 0.52586, 1.57056, 0.13713, 0.52611
1.55120, 0.26471, 0.04642, 1.29339, 0.34617, 0.02248, 1.82249, -0.01171, 0.03348, 0.88081, 0.23093, 0.01045, 1.72051, 0.21992, 0.52430, 1.22390, 0.33697, 0.52279, 1.68379, 0.01114, 0.48431, 1.15160, 0.15185, 0.52932, 1.28614, 0.20592, 0.52425, 1.58867, 0.13084, 0.52653
1.55850, 0.26051, 0.04987, 1.36488, 0.30780, 0.00584, 1.81923, -0.01276, 0.03347, 0.87271, 0.23189, 0.02102, 1.74354, 0.21124, 0.52276, 1.24159, 0.32908, 0.52428, 1.70377, 0.00290, 0.48642, 1.17197, 0.14287, 0.52867, 1.30568, 0.19892, 0.52340, 1.60828, 0.12411, 0.52690
1.57447, 0.25331, 0.05366, 1.40296, 0.28396, -0.01147, 1.81691, -0.01299, 0.03346, 0.88010, 0.23020, 0.02563, 1.76924, 0.20095, 0.52324, 1.26162, 0.32064, 0.52664, 1.72466, -0.00596, 0.48885, 1.19311, 0.13398, 0.52820, 1.32646, 0.19090, 0.52289, 1.62928, 0.11711, 0.52700
1.60207, 0.24320, 0.06185, 1.40985, 0.27753, -0.02529, 1.81598, -0.01294, 0.03336, 0.89833, 0.22119, 0.02516, 1.79674, 0.18955, 0.52375, 1.28281, 0.31229, 0.52875, 1.74544, -0.01476, 0.48984, 1.21569, 0.12513, 0.52696, 1.34858, 0.18314, 0.52204, 1.65155, 0.11015, 0.52608
1.64211, 0.22930, 0.07468, 1.40037, 0.28053, -0.03178, 1.81617, -0.01321, 0.03301, 0.92872, 0.20557, 0.02381, 1.82172, 0.17990, 0.52201, 1.30428, 0.30432, 0.52936, 1.76576, -0.02314, 0.48905, 1.23926, 0.11648, 0.52396, 1.37150, 0.17606, 0.52032, 1.67441, 0.10308, 0.52352
